-1.000000000000000000e+01,1.000000000000000000e+01,0.000000000000000000e+00
-9.900000000000000355e+00,1.000000000000000000e+01,0.000000000000000000e+00
-9.800000000000000711e+00,1.000000000000000000e+01,0.000000000000000000e+00
-9.699999999999999289e+00,1.000000000000000000e+01,0.000000000000000000e+00
-9.599999999999999645e+00,1.000000000000000000e+01,0.000000000000000000e+00
-9.500000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
-9.400000000000000355e+00,1.000000000000000000e+01,0.000000000000000000e+00
-9.300000000000000711e+00,1.000000000000000000e+01,0.000000000000000000e+00
-9.199999999999999289e+00,1.000000000000000000e+01,0.000000000000000000e+00
-9.099999999999999645e+00,1.000000000000000000e+01,0.000000000000000000e+00
-9.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
-8.900000000000000355e+00,1.000000000000000000e+01,0.000000000000000000e+00
-8.800000000000000711e+00,1.000000000000000000e+01,0.000000000000000000e+00
-8.699999999999999289e+00,1.000000000000000000e+01,0.000000000000000000e+00
-8.599999999999999645e+00,1.000000000000000000e+01,0.000000000000000000e+00
-8.500000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
-8.400000000000000355e+00,1.000000000000000000e+01,0.000000000000000000e+00
-8.300000000000000711e+00,1.000000000000000000e+01,0.000000000000000000e+00
-8.199999999999999289e+00,1.000000000000000000e+01,0.000000000000000000e+00
-8.099999999999999645e+00,1.000000000000000000e+01,0.000000000000000000e+00
-8.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
-7.900000000000000355e+00,1.000000000000000000e+01,0.000000000000000000e+00
-7.799999999999999822e+00,1.000000000000000000e+01,0.000000000000000000e+00
-7.699999999999999289e+00,1.000000000000000000e+01,0.000000000000000000e+00
-7.599999999999999645e+00,1.000000000000000000e+01,0.000000000000000000e+00
-7.500000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
-7.400000000000000355e+00,1.000000000000000000e+01,0.000000000000000000e+00
-7.299999999999999822e+00,1.000000000000000000e+01,0.000000000000000000e+00
-7.199999999999999289e+00,1.000000000000000000e+01,0.000000000000000000e+00
-7.099999999999999645e+00,1.000000000000000000e+01,0.000000000000000000e+00
-7.000000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
-6.900000000000000355e+00,1.000000000000000000e+01,0.000000000000000000e+00
-6.799999999999999822e+00,1.000000000000000000e+01,0.000000000000000000e+00
-6.699999999999999289e+00,1.000000000000000000e+01,0.000000000000000000e+00
-6.599999999999999645e+00,1.000000000000000000e+01,0.000000000000000000e+00
-6.500000000000000000e+00,1.000000000000000000e+01,0.000000000000000000e+00
-6.400000000000000355e+00,1.000000000000000000e+01,0.000000000000000000e+00
